class,id,ip,ea,vis,bp,fp,li,mg,al,pf6,lio2,o2m,o2,na,ni2,ni3,mn2,mn3,mn4,co,PYR14,FSI,TFSI,co2,h2o
class-00000001,00000001_00025000_13635,-10.02,-0.54,7.71,690.41,468.2,14.66,102.59,84.4,0.05,6.36,9.69,-1.24,8.28,30.36,92.75,30.36,92.77,191.74,92.77,-0.92,-1.69,-1.27,-1.67,-1.32
class-00000001,00000001_00025000_13656,-11.59,-0.9,3.2,554.69,378.53,11,89.75,75.6,2.66,6.79,14.13,-1.61,5.14,23.07,80.1,23.07,80.12,173.96,80.12,-3.8,0.45,0.73,-1.69,-2.38
class-00000001,00000001_00025000_13681,-10.71,1.81,1.51,464.79,321.85,16.03,108.3,88.67,4.76,9.86,16.58,-1.95,9.53,33.09,98.17,33.09,98.19,200.9,98.2,-3.19,2.26,2.51,-1.7,-0.81
class-00000001,00000001_00025000_13687,-9.51,0.13,8.29,559.77,393.42,20.4,120.76,96.56,3.46,10.87,14.27,-1.98,13.52,41.9,110.87,41.9,110.89,216.2,110.89,-2.27,1.1,1.43,-1.91,-0.36
class-00000001,00000001_00025000_13604,-9.83,-0.79,6.83,612.72,413.65,14.99,98.35,80.42,3.72,9,14.36,-2.15,9.59,31.09,89.26,31.09,89.28,182.46,89.28,-1.83,1.22,1.51,-2.04,-1.06
class-00000001,00000001_00025000_13628,-9.55,-0.35,1.94,521.87,361.09,13.13,95.85,79.62,3.81,8.31,15.49,-1.92,7.34,27.33,86.23,27.33,86.25,181.96,86.25,-3.28,1.38,1.59,-1.84,-1.54
class-00000001,00000001_00025000_13635,-10.02,-0.54,7.71,690.41,468.2,14.66,102.59,84.4,0.05,6.36,9.69,-1.24,8.28,30.36,92.75,30.36,92.77,191.74,92.77,-0.92,-1.69,-1.27,-1.67,-1.32
class-00000001,00000001_00025000_13656,-11.59,-0.9,3.2,554.69,378.53,11,89.75,75.6,2.66,6.79,14.13,-1.61,5.14,23.07,80.1,23.07,80.12,173.96,80.12,-3.8,0.45,0.73,-1.69,-2.38
class-00000001,00000001_00025000_13681,-10.71,1.81,1.51,464.79,321.85,16.03,108.3,88.67,4.76,9.86,16.58,-1.95,9.53,33.09,98.17,33.09,98.19,200.9,98.2,-3.19,2.26,2.51,-1.7,-0.81
class-00000001,00000001_00025000_13687,-9.51,0.13,8.29,559.77,393.42,20.4,120.76,96.56,3.46,10.87,14.27,-1.98,13.52,41.9,110.87,41.9,110.89,216.2,110.89,-2.27,1.1,1.43,-1.91,-0.36
class-00000001,00000001_00025000_136,-9.91,-1.96,14.7,646.01,431.08,10.2,81.15,68.47,-0.35,4.29,7.37,-1.74,5.27,21.4,72.42,21.4,72.44,157.87,72.44,0,-2.33,-1.78,-1.86,-2.93
class-00000001,00000001_00025000_13702,-9.65,0.89,16.25,694.46,475.71,6.9,76.27,66.45,4.52,5.92,15.98,-2.13,1.69,15.01,66.73,15.01,66.75,155.73,66.75,-4.24,2.06,2.37,-1.84,-3.06
class-00000001,00000001_00025000_13706,-9.38,0.77,2.7,558.15,374.64,11.04,87.32,73.31,2.72,6.58,12.81,-2.09,5.47,23.09,78.1,23.1,78.12,168.47,78.12,-3.07,0.38,0.64,-2.01,-3.15
class-00000001,00000001_00025000_13727,-9.5,0.08,4.1,505.75,356.53,25.38,140.09,110.12,4.21,13.17,14.99,-2.05,17.47,51.83,129.68,51.83,129.7,244.01,129.71,-1.85,1.78,2.01,-1.86,0.62
class-00000001,00000001_00025000_13730,-9.05,2.17,5.03,549.55,382.93,6.8,76.01,66.2,3.91,5.92,16.11,-2.15,1.28,14.72,66.52,14.72,66.54,155.01,66.54,-5.08,1.42,1.77,-2.04,-4.1
class-00000001,00000001_00025000_13735,-9.25,1.5,4.1,535.99,372.49,7.27,76.76,66.69,3.56,5.98,15.61,-2.03,1.93,15.65,67.3,15.65,67.32,155.95,67.33,-4.71,1.12,1.48,-1.95,-3.92
class-00000001,00000001_00025000_13738,-10.42,-1.42,9.07,823.97,531.52,14.16,95.93,78.73,-1.44,5.01,5.79,-0.86,8.28,29.29,86.91,29.29,86.93,178.82,86.93,1.12,-3.1,-2.26,-1.3,-2.04
class-00000001,00000001_00025000_13739,-10.46,-1.48,5.44,614.92,412.98,14.2,95.26,78.25,-0.03,5.75,6.75,-0.99,8.46,29.36,86.3,29.36,86.32,177.87,86.32,-0.46,-1.74,-1.17,-1.37,-1.98
class-00000001,00000001_00025000_13757,-10.59,0.02,3.05,544.52,368.61,15.05,104.02,85.53,-1.02,5.88,8.08,-0.81,8.53,31,94.1,31,94.12,194.02,94.13,-0.26,-2.72,-1.99,-1.26,-1.58
class-00000001,00000001_00025000_13758,-10.09,-0.33,5.85,574.16,392.11,16.32,104.75,85.1,2.23,7.15,6.34,-2.06,10.25,33.67,95.37,33.67,95.39,192.19,95.39,-1.2,0.03,0.17,-2.04,-1.33
class-00000001,00000001_00025000_13778,-9.2,-0.83,3,519.5,356.58,20.95,117.42,93.24,3.3,10.52,9.93,-1.98,14.7,42.91,108.25,42.91,108.27,208.1,108.27,-1.58,1.12,0.96,-1.9,-0.5
class-00000001,00000001_00025000_13780,-11.58,-0.3,12.59,819.64,525.66,15.79,107.49,87.87,0.49,7.11,10.82,-1.26,9.01,32.63,97.49,32.63,97.51,198.92,97.51,-1.6,-1.46,-0.86,-1.6,-1.24
class-00000001,00000001_00025000_13791,-9.23,1.35,14.2,620.86,430.97,8.68,80.32,68.86,3.26,6.42,15.03,-2.01,3.39,18.53,70.99,18.53,71.01,160.15,71.01,-4.22,0.88,1.28,-1.94,-3.62
class-00000001,00000001_00025000_13799,-11.66,0.2,1.18,509.13,341.29,16.07,109.87,90,-0.15,6.89,10.33,-1.17,9.06,33.01,99.56,33.01,99.58,203.62,99.58,-1.12,-2.23,-1.67,-1.54,-1.25
class-00000001,00000001_00025000_13818,-8.68,0.67,6.21,630.37,427.69,0.62,55.01,51.97,3.05,2.39,13.65,-1.9,-4.04,2.35,45.73,2.35,45.75,126.25,45.75,-4.74,0.79,1.08,-1.77,-4.84
class-00000001,00000001_00025000_13825,-9.09,0.94,3.16,545.09,369.3,10.75,87.37,73.47,3.22,6.93,14.26,-2.16,5.05,22.55,78.04,22.55,78.06,168.93,78.06,-3.55,0.79,1.06,-2.04,-3.51
class-00000001,00000001_00025000_13840,-9.01,0,10.31,601.51,412.65,19.91,118.64,95.01,3.91,10.89,14.42,-1.95,13.23,40.95,108.83,40.95,108.85,212.98,108.85,-2.48,1.57,1.8,-1.83,-0.18
class-00000001,00000001_00025000_13845,-10.06,-0.5,106.54,768.57,510.12,5.94,67.62,59.61,-0.59,2.47,6.33,-1.26,1.71,12.93,58.84,12.93,58.86,140.48,58.86,0.65,-2.52,-1.98,-1.35,-3.98
class-00000001,00000001_00025000_13871,-11.54,0.36,1.79,585.21,386.37,11.75,94.85,79.58,1.13,5.93,12.67,-1.59,5.29,24.45,84.81,24.45,84.83,182.43,84.83,-2.78,-1.17,-0.73,-1.77,-2.08
class-00000001,00000001_00025000_13879,-10.29,1.35,1.84,506.44,345.65,16.55,111.24,90.81,2.88,8.88,14.01,-1.69,9.58,34.08,100.97,34.08,100.99,205.25,100.99,-3.11,0.58,0.93,-1.71,-1.27
class-00000001,00000001_00025000_13895,-8.14,2.14,5.68,576.45,392.28,11.2,88.1,73.95,5.47,9.01,17.78,-2.22,5.88,23.54,78.79,23.54,78.81,170.1,78.81,-3.61,2.89,3.18,-1.79,-2.99
class-00000001,00000001_00025000_13912,-10.41,1.86,0.99,442.15,296.15,15.31,106.28,87.35,4.25,9.25,16.22,-1.84,8.68,31.56,96.13,31.56,96.16,198.14,96.16,-3.48,1.74,1.99,-1.72,-0.96
